Time,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.021,0.022,0.023,0.024,0.025,0.026,0.027,0.028,0.029,0.03,0.031,0.032,0.033,0.034,0.035,0.036,0.037,0.038,0.039,0.04,0.041,0.042,0.043,0.044,0.045,0.046,0.047,0.048,0.049,0.05,0.051,0.052,0.053,0.054,0.055,0.056,0.057,0.058,0.059,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.071,0.072,0.073,0.074,0.075,0.076,0.077,0.078,0.079,0.08,0.081,0.082,0.083,0.084,0.085,0.086,0.087,0.088,0.089,0.09,0.091,0.092,0.093,0.094,0.095,0.096,0.097,0.098,0.099,0.1,0.101,0.102,0.103,0.104,0.105,0.106,0.107,0.108,0.109,0.11,0.111,0.112,0.113,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.126,0.127,0.128,0.129,0.13,0.131,0.132,0.133,0.134,0.135,0.136,0.137,0.138,0.139,0.14,0.141,0.142,0.143,0.144,0.145,0.146,0.147,0.148,0.149,0.15,0.151,0.152,0.153,0.154,0.155,0.156,0.157,0.158,0.159,0.16,0.161,0.162,0.163,0.164,0.165,0.166,0.167,0.168,0.169,0.17,0.171,0.172,0.173,0.174,0.175,0.176,0.177,0.178,0.179,0.18,0.181,0.182,0.183,0.184,0.185,0.186,0.187,0.188,0.189,0.19,0.191,0.192,0.193,0.194,0.195,0.196,0.197,0.198,0.199,0.2,0.201,0.202,0.203,0.204,0.205,0.206,0.207,0.208,0.209,0.21,0.211,0.212,0.213,0.214,0.215,0.216,0.217,0.218,0.219,0.22,0.221,0.222,0.223,0.224,0.225,0.226,0.227,0.228,0.229,0.23,0.231,0.232,0.233,0.234,0.235,0.236,0.237,0.238,0.239,0.24,0.241,0.242,0.243,0.244,0.245,0.246,0.247,0.248,0.249,0.25,0.251,0.252,0.253,0.254,0.255,0.256,0.257,0.258,0.259,0.26,0.261,0.262,0.263,0.264,0.265,0.266,0.267,0.268,0.269,0.27,0.271,0.272,0.273,0.274,0.275,0.276,0.277,0.278,0.279,0.28,0.281,0.282,0.283,0.284,0.285,0.286,0.287,0.288,0.289,0.29,0.291,0.292,0.293,0.294,0.295,0.296,0.297,0.298,0.299,0.3,0.301,0.302,0.303,0.304,0.305,0.306,0.307,0.308,0.309,0.31,0.311,0.312,0.313,0.314,0.315,0.316,0.317,0.318,0.319,0.32,0.321,0.322,0.323,0.324,0.325,0.326,0.327,0.328,0.329,0.33,0.331,0.332,0.333,0.334,0.335,0.336,0.337,0.338,0.339,0.34,0.341,0.342,0.343,0.344,0.345,0.346,0.347,0.348,0.349,0.35,0.351,0.352,0.353,0.354,0.355,0.356,0.357,0.358,0.359,0.36,0.361,0.362,0.363,0.364,0.365,0.366,0.367,0.368,0.369,0.37,0.371,0.372,0.373,0.374,0.375,0.376,0.377,0.378,0.379,0.38,0.381,0.382,0.383,0.384,0.385,0.386,0.387,0.388,0.389,0.39,0.391,0.392,0.393,0.394,0.395,0.396,0.397,0.398,0.399,0.4,0.401,0.402,0.403,0.404,0.405,0.406,0.407,0.408,0.409,0.41,0.411,0.412,0.413,0.414,0.415,0.416,0.417,0.418,0.419,0.42,0.421,0.422,0.423,0.424,0.425,0.426,0.427,0.428,0.429,0.43,0.431,0.432,0.433,0.434,0.435,0.436,0.437,0.438,0.439,0.44,0.441,0.442,0.443,0.444,0.445,0.446,0.447,0.448,0.449,0.45,0.451,0.452,0.453,0.454,0.455,0.456,0.457,0.458,0.459,0.46,0.461,0.462,0.463,0.464,0.465,0.466,0.467,0.468,0.469,0.47,0.471,0.472,0.473,0.474,0.475,0.476,0.477,0.478,0.479,0.48,0.481,0.482,0.483,0.484,0.485,0.486,0.487,0.488,0.489,0.49,0.491,0.492,0.493,0.494,0.495,0.496,0.497,0.498
Adjusted Angle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.167,0.333,0.667,0.889,1.222,1.333,1.611,1.722,2.056,2.167,2.445,2.889,3.111,3.389,3.833,4,4.389,4.667,4.889,4.945,5.445,5.889,6.222,6.556,7.111,7.333,7.556,7.667,8.056,8.333,8.945,9.278,9.611,9.945,10.556,10.833,11.333,11.556,12,12.278,12.778,13.222,13.667,14,14.667,15.111,15.556,15.889,16.389,16.5,16.889,17.167,17.611,18.167,18.722,19.111,19.611,19.833,20.278,20.5,21.278,21.833,22.333,22.722,23.333,23.722,24.389,24.722,25.333,25.889,26.667,27.111,27.611,28,28.833,29.167,29.778,30,30.556,30.778,31.278,31.778,32.222,32.611,33.278,33.778,34.5,35,35.556,35.667,36.222,36.722,37.333,37.833,38.445,38.945,39.5,39.833,40.667,41,41.778,42.333,42.833,43.167,43.778,44.111,44.667,44.889,45.333,45.556,46.222,46.667,47.111,47.722,48.445,48.945,49.556,49.833,50.556,50.833,51.556,51.889,52.389,52.945,53.667,54.167,54.889,55.222,55.722,56.056,56.889,57.389,57.722,58.056,58.722,59.167,59.833,60.111,60.667,60.945,61.5,61.945,62.5,63.056,63.778,64.167,64.833,65.167,65.556,65.833,66.611,67.056,67.611,68.111,68.889,69.278,69.778,70.111,70.611,70.889,71.556,72.056,72.667,73.056,73.833,74.278,74.945,75.278,75.778,76.056,76.611,77.056,77.611,78.167,78.889,79.333,80,80.278,80.722,81.056,81.667,82.167,83,83.611,84.389,84.722,85.333,85.556,86.278,86.556,87.222,87.889,88.333,88.611,89.278,89.833,90.556,90.833,91.445,91.778,92.333,92.778,93.389,93.945,94.556,94.945,95.778,96.111,96.611,96.889,97.389,97.889,98.889,99.445,100.056,100.445,100.945,101.222,101.778,102.056,102.611,103.167,103.722,103.945,104.611,105.222,105.722,106.111,107,107.389,108.167,108.667,109.833,110.167,110.556,111.167,111.445,112,112.278,112.722,113.111,113.889,114.5,115.167,115.611,116.278,116.5,117.167,117.389,117.778,118.333,119.222,119.556,120.111,120.778,121.333,121.611,122.389,122.667,123.222,123.722,124.278,124.722,125.278,125.722,126.445,126.722,127.445,127.778,128.167,128.556,129.222,129.722,130.445,130.889,131.5,131.833,132.556,132.889,133.278,133.667,134.167,134.5,135.222,135.778,136.167,136.389,137.222,137.445,137.945,138.445,138.833,139.333,140.056,140.556,141.333,141.611,142.389,142.667,143.278,143.722,144.222,144.778,145.389,145.778,146.5,146.778,147.445,147.722,148.111,148.556,149.222,149.611,150.222,150.778,151.389,151.722,152.333,152.667,153.389,153.889,154.278,154.611,155.333,155.833,156.445,156.778,157.667,158,158.5,158.945,159.445,160.167,160.611,160.945,161.611,161.945,162.5,162.778,163.167,163.667,164.333,164.889,165.5,165.833,166.278,166.833,167.445,167.778,168.556,169.111,169.556,170.222,170.889,171.5,172.111,172.556,173.278,173.611,174.222,174.667,175.278,175.889,176.278,176.556,177.167,177.5,178,178.333,178.722,179.056,179.611,180.445,181.222,181.722,182.278,182.778,183.222,183.5,184.333,184.833,185.333,185.889,186.389,186.833,187.389,187.833,188.556,188.889,189.389,189.889,190.611,191.389,191.833,192.167,192.889,193.333,193.889,194.278,194.722,195.056,195.833,196.445,197,197.611,198.111,198.445,198.778,199.111,199.833,200.222,200.667,201.222,201.889,202.556,203.222,203.722,204.556,204.889,205.333,205.778,206.445,207.056,207.389,207.667,208.278,208.667,209.167,209.5,209.833,210.167,210.667,211.333,212,212.445,212.833,213.056,213.556,213.945,214.556,214.945,215.445,216,216.667,217.111,217.611,218,218.611,219.056,219.445,219.889,220.556,221.389,222,222.222,222.945,223.389,224,224.333,224.611,225,225.722,226.333,226.833,226.945,227.389,227.833,228.278,228.778,229.333,229.778,230.278,230.778,231.222,231.611
